id,src_len,source,reference,hypothesis,bleu
461,15,"Die Leute , mit denen ich aufwuchs , hatten kein Problem mit meinem Glauben .",The people that I grew up with had no problem with my faith .,the people i grew up with no problem with my faith .,46.15
462,14,"Sie waren aber durchaus besorgt , dass ich zu Ramadan vielleicht verhungern könnte .","They did , however , seem very concerned that I would starve to death during Ramadan .",but they were worried worried i could be . .,2.08
463,25,"Ich erklärte ihnen , dass ich von meinem Körperfett drei ganze Monate leben könne , also war Fasten von Sonnenaufgang bis -untergang ein Kinderspiel .","I would explain to them that I have enough fat to live off of for three whole months , so fasting from sunrise to sunset is a piece of cake .","i explained them that i spent my my three three months three months , so i was allowed to until until .",6.04
464,6,Ich habe am Broadway gesteppt .,I have tap - danced on Broadway .,i met on a . .,6.92
465,8,"Ja , am Broadway . Total verrückt .","Yeah , on Broadway . It 's crazy .","yes , the . . crazy crazy .",11.59
466,15,"Meine Eltern konnten sich keine Physiotherapie leisten , also schickten sie mich zur Tanzschule .","My parents could n't afford physical therapy , so they sent me to dancing school .",my parents could n't afford afford so they sent me me .,31.29
467,16,"Ich lernte , wie man auf Absätzen tanzt , also kann ich auf Absätzen laufen .","I learned how to dance in heels , which means I can walk in heels .","i learned how to dance , so i can run up .",17.47
468,27,"Und ich bin aus Jersey , wo es wirklich wichtig ist , chic zu sein , also wenn meine Freundinnen Absätze trugen , dann ich auch .","And I 'm from Jersey , and we are really concerned with being chic , so if my friends wore heels , so did I.","and i ' m come from where it 's really important to be , so when when my friends , , i also .",5.15
469,17,"Und wenn meine Freunde ihre Sommerferien an der Küste von Jersey verbrachten , dann ich nicht .","And when my friends went and spent their summer vacations on the Jersey Shore , I did not .","and when my friends started to the shore shore , , i did n't .",9.57
470,33,"Ich verbrachte meine Sommer in einem Kriegsgebiet , weil meine Eltern Angst hatten , dass wir , wenn wir nicht jeden einzelnen Sommer nach Palästina zurückgehen , eines Tages wie Madonna werden .","I spent my summers in a war zone , because my parents were afraid that if we did n't go back to Palestine every single summer , we 'd grow up to be Madonna .","i spent my summer in a , because my parents were afraid , if we were n't every every single summer every day , day day .",21.04
471,53,"Die Sommerferien bestanden oft daraus , dass mein Vater mich heilen wollte , also trank ich Milch von Hirschkühen , wurde geschröpft , wurde ins Tote Meer getunkt , und ich weiß noch , wie das Wasser in den Augen brannte und ich dachte : "" Es funktioniert ! Es funktioniert ! ""","Summer vacations often consisted of my father trying to heal me , so I drank deer 's milk , I had hot cups on my back , I was dunked in the Dead Sea , and I remember the water burning my eyes and thinking , "" It 's working ! It 's working ! ""","the the often that that my dad would me me me , so i milk milk , i got dead dead , and , and i still remember the water in the eyes , and i thought , "" it ! it works ! """,6.76
472,8,Aber eine Wunderkur fanden wir : Yoga .,But one miracle cure we did find was yoga .,but one more we found . .,5.63
473,28,"Ich muss sagen , es ist echt langweilig , aber bevor ich Yoga machte , war ich ein Stand-up Comedian , der noch nicht mal stehen kann .","I have to tell you , it 's very boring , but before I did yoga , I was a stand - up comedian who ca n't stand up .","i have to say it 's really boring boring , but before i did , i was a a of that who ca n't even . .",15.55
474,9,Jetzt kann ich auch auf dem Kopf stehen .,And now I can stand on my head .,now i can stand on my head .,62.4
475,37,"Meine Eltern bläuten mir immer ein , dass ich zu allem in der Lage wäre , dass kein Traum unmöglich war , und mein Traum war es , bei der Seifenoper "" General Hospital "" mitzuspielen .","My parents reinforced this notion that I could do anything , that no dream was impossible , and my dream was to be on the daytime soap opera "" General Hospital . ""","my parents always always me that i was able to be able that was not impossible was my dream , and my dream was at the general general . .",14.63
476,25,"Aufgrund der Förderung von Minderheiten bekam ich ein tolles Stipendium an der ASU , der Arizona State University , weil ich jede Minderheit vertrat .","I went to college during affirmative action and got a sweet scholarship to ASU , Arizona State University , because I fit every single quota .","because of , i got a great scholarship on the west , the university state , because i every every . .",4.84
477,8,Ich war quasi das Hausäffchen der Schauspielfakultät .,I was like the pet lemur of the theater department .,i was the ultimate of .,4.99
478,4,Alle liebten mich .,Everybody loved me .,everybody loved me .,59.46
479,24,"Ich erledigte alle Hausaufgaben der nicht so cleveren Kinder , bekam in all meinen Kursen Einser , bekam in all ihren Kursen Einser .","I did all the less - than - intelligent kids ' homework , I got A 's in all of my classes , A 's in all of their classes .","i did n't mention the homework as the young children in all my my , , in in their . .",3.46
480,18,"Jedes Mal , wenn ich eine Szene aus "" Die Glasmenagerie "" spielte , schluchzten meine Lehrer .","Every time I did a scene from "" The Glass Menagerie , "" my professors would weep .","every time i went from the , "" the , , my teachers .",5.62
481,7,Aber ich bekam nie eine Rolle .,But I never got cast .,but i never never .,10.4
482,21,"In meinem Abschlussjahr plante die ASU schließlich ein Stück mit dem Titel "" Sie tanzen in Jackson echt langsam "" .","Finally , my senior year , ASU decided to do a show called "" They Dance Real Slow in Jackson . ""","in my my , , eventually she became a piece called "" she read in in . . """,5.99
483,8,Ein Stück über ein Mädchen mit CP .,It 's a play about a girl with C.P.,a piece about a girl .,12.63
484,7,Ich war ein Mädchen mit CP .,I was a girl with C.P.,i was a girl .,19.2
485,12,"Also jubelte ich überall : "" Endlich bekomme ich eine Rolle !","So I start shouting from the rooftops , "" I 'm finally going to get a part !","so i went everywhere , i get a role .",4.17
486,4,Ich habe Zerebralparese !,I have cerebral palsy !,i forgot .,0.0
487,6,Endlich frei ! Endlich frei !,Free at last ! Free at last !,finally ! finally free !,6.97
488,10,"Gott sei Dank , ich bin endlich frei ! ""","Thank God almighty , I 'm free at last ! ""","thank you , i am finally free ! """,9.08
489,6,Ich bekam die Rolle nicht .,I did n't get the part .,i did n't .,16.7
490,6,Sherry Brown bekam die Rolle .,Sherry Brown got the part .,business brown got the role .,17.97
491,38,"Ich raste zur Leiterin der Schauspielfakultät , ich weinte hysterisch , als hätte jemand meine Katze erschossen , und fragte sie warum . Sie sagte mir , sie befürchteten , dass ich die Stunts nicht hinkriegen würde .","I went racing to the head of the theater department crying hysterically , like someone shot my cat , to ask her why , and she said it was because they did n't think I could do the stunts .","i was the the of of , i cried , when someone had my my cat , and she asked her why she told me she was not going to be the . .",7.84
492,23,"Ich sagte : "" Entschuldigung , aber wenn ich die Stunts nicht kann , dann kann der Charakter sie auch nicht . ""","I said , "" Excuse me , if I ca n't do the stunts , neither can the character . ""","i said , "" sorry , but if i ca n't do the the , they ca n't . """,20.15
493,16,Ich wurde regelrecht für diese Rolle geboren und sie gaben sie einer Schauspielerin ohne CP .,"This was a part that I was literally born to play and they gave it , they gave it to a non - palsy actress .","i was born for this role , and they gave them without without . .",5.81
494,6,Die Uni imitierte das Leben .,College was imitating life .,the life life .,24.88
495,14,"Hollywood ist erbärmlicherweise bekannt dafür , körperlich gesunde Schauspieler Behinderte spielen zu lassen .",Hollywood has a sordid history of casting able - bodied actors to play disabled onscreen .,hollywood is very unusual to physically physically physically .,2.6
496,19,Nach dem Abschluss zog ich wieder nach Hause . Meine erste Rolle war als Statistin in einer Seifenoper .,"Upon graduating , I moved back home , and my first acting gig was as an extra on a daytime soap opera .","after that , i moved home . my first role was a in in a . .",4.54
497,5,Mein Traum wurde wahr .,My dream was coming true .,my dream was true .,24.74
498,20,"Und ich wusste , dass ich bald vom "" Restaurantgast "" zu "" verrückter bester Freundin "" aufsteigen würde .","And I knew that I would be promoted from "" diner diner "" to "" wacky best friend "" in no time .","and i knew that i soon from the "" , "" "" "" .",4.22
499,31,"Aber stattdessen blieb ich ein glorifiziertes Möbelstück , das nur am Hinterkopf erkennbar war , und mir wurde bewusst , dass Casting-Direktoren keine locker-flockigen , ethnischen , behinderten Schauspieler einstellten .","But instead , I remained a glorified piece of furniture that you could only recognize from the back of my head , and it became clear to me that casting directors did n't hire fluffy , ethnic , disabled actors .","but instead , i was a single school that was just on my mind , and i realized that there 's no heart , ethnic , an actor .",5.33
